id_cliente,nombre,apellido,edad,ciudad,segmento,email
CLI-003179,Juan Manuel,Diez,24,Chiclayo,Regular,cliente3179@retail.pe
CLI-003180,Febe,Gras,20,Cusco,Nuevo,cliente3180@retail.pe
CLI-003181,Adriana,Nieto,27,Trujillo,Regular,cliente3181@retail.pe
CLI-003182,Julio César,Amador,20,Trujillo,Premium,cliente3182@retail.pe
CLI-003183,Rufino,Casals,19,Trujillo,Nuevo,cliente3183@retail.pe
CLI-003184,Alondra,Beltran,50,Lima,Regular,cliente3184@retail.pe
CLI-003185,Cayetana,Roldán,57,Arequipa,Nuevo,cliente3185@retail.pe
CLI-003186,Flora,Bárcena,32,Arequipa,Nuevo,cliente3186@retail.pe
CLI-003187,Maura,Ríos,34,Trujillo,Regular,cliente3187@retail.pe
CLI-003188,Alfredo,Ballesteros,18,Piura,Regular,cliente3188@retail.pe
CLI-003189,Luis Miguel,Salcedo,45,Cusco,Premium,cliente3189@retail.pe
CLI-003190,Lupe,Ochoa,57,Trujillo,Regular,cliente3190@retail.pe
CLI-003191,Custodia,Montenegro,23,Chiclayo,Premium,cliente3191@retail.pe
CLI-003192,Baltasar,Planas,70,Lima,Regular,cliente3192@retail.pe
CLI-003193,Yésica,Barón,34,Lima,Regular,cliente3193@retail.pe
CLI-003194,Armando,Bernat,21,Cusco,Premium,cliente3194@retail.pe
CLI-003195,Bernarda,Bueno,48,Lima,Premium,cliente3195@retail.pe
CLI-003196,Berta,Trillo,61,Cusco,Regular,cliente3196@retail.pe
CLI-003197,Elías,Chico,47,Cusco,Regular,cliente3197@retail.pe
CLI-003198,Eric,Quesada,24,Cusco,Regular,cliente3198@retail.pe
CLI-003199,Paulino,Mayoral,46,Trujillo,Regular,cliente3199@retail.pe
CLI-003200,Haroldo,Jordá,20,Lima,Premium,cliente3200@retail.pe
CLI-003201,Feliciana,Bartolomé,64,Arequipa,Premium,cliente3201@retail.pe
CLI-003202,Lourdes,Guzman,48,Lima,Regular,cliente3202@retail.pe
CLI-003203,Isidora,Garcés,24,Trujillo,Nuevo,cliente3203@retail.pe
CLI-003204,Xiomara,Rosselló,42,Lima,Regular,cliente3204@retail.pe
CLI-003205,Pepe,Peinado,61,Cusco,Nuevo,cliente3205@retail.pe
CLI-003206,Telmo,Marín,53,Trujillo,Regular,cliente3206@retail.pe
CLI-003207,Zaira,Feijoo,31,Trujillo,Nuevo,cliente3207@retail.pe
CLI-003208,Reyes,Pareja,24,Cusco,Nuevo,cliente3208@retail.pe
CLI-003209,Berta,Casals,41,Cusco,Nuevo,cliente3209@retail.pe
CLI-003210,Juan,Gilabert,48,Lima,Premium,cliente3210@retail.pe
CLI-003211,Lucho,Polo,65,Trujillo,Nuevo,cliente3211@retail.pe
CLI-003212,Curro,Font,44,Lima,Nuevo,cliente3212@retail.pe
CLI-003213,Abilio,Plana,38,Trujillo,Regular,cliente3213@retail.pe
CLI-003214,Hector,Ramón,41,Chiclayo,Regular,cliente3214@retail.pe
CLI-003215,Faustino,Tapia,24,Chiclayo,Regular,cliente3215@retail.pe
CLI-003216,Jordana,Tirado,29,Cusco,Regular,cliente3216@retail.pe
CLI-003217,Albino,Aparicio,44,Piura,Regular,cliente3217@retail.pe
CLI-003218,Leire,Casals,49,Piura,Premium,cliente3218@retail.pe
CLI-003219,Victor Manuel,Escribano,64,Cusco,Premium,cliente3219@retail.pe
CLI-003220,Dionisia,Pozuelo,54,Piura,Premium,cliente3220@retail.pe
CLI-003221,Ciriaco,Valderrama,22,Lima,Nuevo,cliente3221@retail.pe
CLI-003222,Catalina,Bárcena,59,Piura,Premium,cliente3222@retail.pe
CLI-003223,Vicente,Palomino,70,Cusco,Regular,cliente3223@retail.pe
CLI-003224,Ángela,Oliver,61,Chiclayo,Regular,cliente3224@retail.pe
CLI-003225,Manuela,Álvarez,19,Cusco,Regular,cliente3225@retail.pe
CLI-003226,Sigfrido,Baeza,47,Lima,Regular,cliente3226@retail.pe
CLI-003227,Victor,Alcalde,64,Chiclayo,Regular,cliente3227@retail.pe
CLI-003228,Julián,Mariño,33,Chiclayo,Regular,cliente3228@retail.pe
CLI-003229,Bárbara,Calzada,49,Trujillo,Regular,cliente3229@retail.pe
CLI-003230,Maricela,Mena,34,Arequipa,Regular,cliente3230@retail.pe
CLI-003231,Elena,Alcaraz,27,Arequipa,Regular,cliente3231@retail.pe
CLI-003232,Carlota,Hoz,37,Lima,Regular,cliente3232@retail.pe
CLI-003233,Nilo,Elorza,43,Chiclayo,Regular,cliente3233@retail.pe
CLI-003234,Edmundo,Pardo,58,Arequipa,Regular,cliente3234@retail.pe
CLI-003235,Geraldo,Plana,60,Arequipa,Regular,cliente3235@retail.pe
CLI-003236,Rosa María,Perelló,56,Trujillo,Regular,cliente3236@retail.pe
CLI-003237,Inocencio,Rodríguez,61,Piura,Regular,cliente3237@retail.pe
CLI-003238,Estrella,Orozco,19,Cusco,Nuevo,cliente3238@retail.pe
CLI-003239,Jordana,Iglesia,49,Arequipa,Regular,cliente3239@retail.pe
CLI-003240,Aureliano,Carrión,34,Lima,Premium,cliente3240@retail.pe
CLI-003241,Pastora,Sanmiguel,67,Chiclayo,Nuevo,cliente3241@retail.pe
CLI-003242,Berto,Agudo,49,Chiclayo,Regular,cliente3242@retail.pe
CLI-003243,Clara,Osuna,35,Cusco,Regular,cliente3243@retail.pe
CLI-003244,José,Domingo,64,Trujillo,Premium,cliente3244@retail.pe
CLI-003245,Dalila,Morell,44,Trujillo,Nuevo,cliente3245@retail.pe
CLI-003246,Elvira,Capdevila,36,Arequipa,Premium,cliente3246@retail.pe
CLI-003247,Ofelia,Lara,43,Piura,Premium,cliente3247@retail.pe
CLI-003248,Fortunata,Coca,50,Cusco,Regular,cliente3248@retail.pe
CLI-003249,Marisol,Murillo,64,Piura,Nuevo,cliente3249@retail.pe
CLI-003250,Matilde,Baños,70,Cusco,Nuevo,cliente3250@retail.pe
CLI-003251,Oriana,Barrena,61,Cusco,Premium,cliente3251@retail.pe
CLI-003252,Rosaura,Palmer,64,Trujillo,Regular,cliente3252@retail.pe
CLI-003253,Cloe,Santiago,67,Arequipa,Regular,cliente3253@retail.pe
CLI-003254,Delia,Barrio,32,Trujillo,Premium,cliente3254@retail.pe
CLI-003255,Narcisa,León,21,Cusco,Regular,cliente3255@retail.pe
CLI-003256,Hector,Garay,57,Piura,Nuevo,cliente3256@retail.pe
CLI-003257,Esther,Solana,56,Piura,Nuevo,cliente3257@retail.pe
CLI-003258,Victor Manuel,Jordán,69,Trujillo,Regular,cliente3258@retail.pe
CLI-003259,Julieta,Guzmán,44,Piura,Regular,cliente3259@retail.pe
CLI-003260,Germán,Vilalta,29,Cusco,Regular,cliente3260@retail.pe
CLI-003261,Sara,Gálvez,69,Piura,Nuevo,cliente3261@retail.pe
CLI-003262,Marco,Tejera,57,Cusco,Nuevo,cliente3262@retail.pe
CLI-003263,Marita,Cámara,60,Chiclayo,Regular,cliente3263@retail.pe
CLI-003264,Otilia,Exposito,59,Lima,Regular,cliente3264@retail.pe
CLI-003265,Adalberto,Figueras,57,Arequipa,Premium,cliente3265@retail.pe
CLI-003266,Salomón,Collado,68,Cusco,Nuevo,cliente3266@retail.pe
CLI-003267,Modesta,Valero,47,Trujillo,Regular,cliente3267@retail.pe
CLI-003268,Juan Pablo,Ayala,38,Lima,Nuevo,cliente3268@retail.pe
CLI-003269,Miguela,Ríos,31,Arequipa,Nuevo,cliente3269@retail.pe
CLI-003270,Maricruz,Giménez,66,Trujillo,Regular,cliente3270@retail.pe
CLI-003271,Otilia,Velasco,50,Cusco,Regular,cliente3271@retail.pe
CLI-003272,Jordana,Romero,50,Piura,Regular,cliente3272@retail.pe
CLI-003273,Vanesa,Puga,25,Arequipa,Regular,cliente3273@retail.pe
CLI-003274,Teresita,Gálvez,22,Lima,Regular,cliente3274@retail.pe
CLI-003275,Primitiva,Llabrés,44,Piura,Regular,cliente3275@retail.pe
CLI-003276,Magdalena,Rodríguez,31,Cusco,Regular,cliente3276@retail.pe
CLI-003277,Francisco,Manuel,54,Chiclayo,Premium,cliente3277@retail.pe
CLI-003278,Amaro,Calleja,59,Piura,Regular,cliente3278@retail.pe
CLI-003279,Aurelia,Vives,25,Lima,Regular,cliente3279@retail.pe
CLI-003280,Yaiza,Ramirez,46,Trujillo,Regular,cliente3280@retail.pe
CLI-003281,Ana,Borrell,27,Piura,Regular,cliente3281@retail.pe
CLI-003282,Clementina,Alcolea,61,Chiclayo,Regular,cliente3282@retail.pe
CLI-003283,Alcides,Camps,22,Cusco,Regular,cliente3283@retail.pe
CLI-003284,Sebastián,Sarabia,28,Chiclayo,Nuevo,cliente3284@retail.pe
CLI-003285,Miriam,Chico,32,Arequipa,Premium,cliente3285@retail.pe
CLI-003286,Chucho,Perea,61,Piura,Nuevo,cliente3286@retail.pe
CLI-003287,Perlita,Cózar,40,Cusco,Regular,cliente3287@retail.pe
CLI-003288,Gil,Carpio,67,Chiclayo,Regular,cliente3288@retail.pe
CLI-003289,Javi,Pol,48,Piura,Premium,cliente3289@retail.pe
CLI-003290,Andrea,Ribes,45,Arequipa,Regular,cliente3290@retail.pe
CLI-003291,Porfirio,Caro,67,Chiclayo,Nuevo,cliente3291@retail.pe
CLI-003292,Diego,Milla,67,Piura,Regular,cliente3292@retail.pe
CLI-003293,Apolonia,Aramburu,24,Chiclayo,Regular,cliente3293@retail.pe
CLI-003294,Maxi,Márquez,61,Trujillo,Regular,cliente3294@retail.pe
CLI-003295,Leandro,Agudo,32,Piura,Regular,cliente3295@retail.pe
CLI-003296,José Ángel,Pavón,28,Lima,Regular,cliente3296@retail.pe
CLI-003297,Alcides,Batalla,45,Lima,Regular,cliente3297@retail.pe
CLI-003298,Lucas,Llabrés,34,Trujillo,Regular,cliente3298@retail.pe
CLI-003299,Luciano,Manjón,68,Arequipa,Regular,cliente3299@retail.pe
CLI-003300,Chelo,Almagro,54,Arequipa,Premium,cliente3300@retail.pe
CLI-003301,Obdulia,Cuéllar,34,Chiclayo,Regular,cliente3301@retail.pe
CLI-003302,Ale,Alsina,69,Cusco,Premium,cliente3302@retail.pe
CLI-003303,Máxima,Zaragoza,28,Arequipa,Premium,cliente3303@retail.pe
CLI-003304,Timoteo,Comas,40,Piura,Regular,cliente3304@retail.pe
CLI-003305,Ricarda,Asenjo,23,Trujillo,Nuevo,cliente3305@retail.pe
CLI-003306,Emiliano,Hernando,52,Arequipa,Regular,cliente3306@retail.pe
CLI-003307,Lope,Cortina,33,Lima,Premium,cliente3307@retail.pe
CLI-003308,María Manuela,Larrañaga,34,Trujillo,Regular,cliente3308@retail.pe
CLI-003309,Eugenio,Ricart,30,Lima,Premium,cliente3309@retail.pe
CLI-003310,Clementina,Giménez,26,Piura,Regular,cliente3310@retail.pe
CLI-003311,Atilio,Bermudez,50,Trujillo,Regular,cliente3311@retail.pe
CLI-003312,Alejo,Esteve,39,Lima,Nuevo,cliente3312@retail.pe
CLI-003313,Sonia,Nebot,46,Chiclayo,Regular,cliente3313@retail.pe
CLI-003314,Victorino,Nogueira,29,Trujillo,Premium,cliente3314@retail.pe
CLI-003315,Daniela,Vaquero,23,Piura,Regular,cliente3315@retail.pe
CLI-003316,Modesto,Espejo,30,Trujillo,Regular,cliente3316@retail.pe
CLI-003317,Ariadna,Sáenz,57,Arequipa,Regular,cliente3317@retail.pe
CLI-003318,Yaiza,Toledo,56,Cusco,Regular,cliente3318@retail.pe
CLI-003319,Chema,Valderrama,19,Trujillo,Regular,cliente3319@retail.pe
CLI-003320,Vicente,Casares,22,Lima,Nuevo,cliente3320@retail.pe
CLI-003321,Oriana,Boada,23,Chiclayo,Regular,cliente3321@retail.pe
CLI-003322,Bernardino,Acosta,51,Piura,Nuevo,cliente3322@retail.pe
CLI-003323,Osvaldo,Gallo,54,Cusco,Regular,cliente3323@retail.pe
CLI-003324,Salud,Abad,68,Arequipa,Regular,cliente3324@retail.pe
CLI-003325,Dorotea,Granados,36,Chiclayo,Nuevo,cliente3325@retail.pe
CLI-003326,Ramona,Alsina,64,Lima,Nuevo,cliente3326@retail.pe
CLI-003327,Ciriaco,Gisbert,65,Chiclayo,Regular,cliente3327@retail.pe
CLI-003328,Nélida,Arnaiz,56,Chiclayo,Regular,cliente3328@retail.pe
CLI-003329,Marcos,Anguita,51,Cusco,Premium,cliente3329@retail.pe
CLI-003330,Adelina,Guardiola,39,Piura,Nuevo,cliente3330@retail.pe
CLI-003331,Isaac,Roselló,35,Cusco,Regular,cliente3331@retail.pe
CLI-003332,Paz,Asenjo,46,Trujillo,Regular,cliente3332@retail.pe
CLI-003333,Sara,Botella,19,Trujillo,Premium,cliente3333@retail.pe
CLI-003334,Paula,Garriga,34,Lima,Regular,cliente3334@retail.pe
CLI-003335,Jacinta,Cepeda,61,Chiclayo,Regular,cliente3335@retail.pe
CLI-003336,Valentina,Perea,30,Lima,Regular,cliente3336@retail.pe
CLI-003337,Tania,Girona,67,Trujillo,Regular,cliente3337@retail.pe
CLI-003338,Marcela,Peláez,39,Arequipa,Nuevo,cliente3338@retail.pe
CLI-003339,Teófila,Taboada,67,Piura,Regular,cliente3339@retail.pe
CLI-003340,Wilfredo,Gelabert,39,Cusco,Nuevo,cliente3340@retail.pe
CLI-003341,Jose Ignacio,Pomares,67,Chiclayo,Premium,cliente3341@retail.pe
CLI-003342,Ricardo,Capdevila,28,Cusco,Regular,cliente3342@retail.pe
CLI-003343,Agustina,Vidal,67,Piura,Nuevo,cliente3343@retail.pe
CLI-003344,Odalis,Solsona,70,Chiclayo,Regular,cliente3344@retail.pe
CLI-003345,Sosimo,Santana,49,Piura,Premium,cliente3345@retail.pe
CLI-003346,Luz,Pelayo,53,Trujillo,Premium,cliente3346@retail.pe
CLI-003347,Serafina,Almeida,44,Chiclayo,Regular,cliente3347@retail.pe
CLI-003348,José Manuel,Plaza,19,Cusco,Regular,cliente3348@retail.pe
CLI-003349,Miguel Ángel,Castejón,51,Trujillo,Regular,cliente3349@retail.pe
CLI-003350,Chuy,Castejón,37,Chiclayo,Regular,cliente3350@retail.pe
CLI-003351,Rosalina,Perez,46,Arequipa,Premium,cliente3351@retail.pe
CLI-003352,Maximino,Ariño,65,Trujillo,Regular,cliente3352@retail.pe
CLI-003353,Tomasa,Adán,53,Trujillo,Regular,cliente3353@retail.pe
CLI-003354,Simón,Castellanos,45,Piura,Premium,cliente3354@retail.pe
CLI-003355,Aurora,Monreal,45,Chiclayo,Premium,cliente3355@retail.pe
CLI-003356,María,Fernández,45,Piura,Regular,cliente3356@retail.pe
CLI-003357,América,Olmedo,20,Lima,Regular,cliente3357@retail.pe
CLI-003358,Milagros,Beltran,30,Cusco,Regular,cliente3358@retail.pe
CLI-003359,Pepita,Llobet,67,Cusco,Regular,cliente3359@retail.pe
CLI-003360,Clotilde,Padilla,66,Cusco,Regular,cliente3360@retail.pe
CLI-003361,María Cristina,Chaparro,59,Trujillo,Nuevo,cliente3361@retail.pe
CLI-003362,Duilio,Donaire,66,Trujillo,Regular,cliente3362@retail.pe
CLI-003363,María Pilar,Rey,53,Chiclayo,Regular,cliente3363@retail.pe
CLI-003364,Esther,Cañas,65,Lima,Nuevo,cliente3364@retail.pe
CLI-003365,Ariel,Ponce,21,Arequipa,Regular,cliente3365@retail.pe
CLI-003366,Martina,Falcó,65,Lima,Premium,cliente3366@retail.pe
CLI-003367,Raúl,Berenguer,32,Piura,Nuevo,cliente3367@retail.pe
CLI-003368,Calista,Puerta,70,Arequipa,Regular,cliente3368@retail.pe
CLI-003369,Alejo,Collado,25,Lima,Nuevo,cliente3369@retail.pe
CLI-003370,Jose Luis,Gimenez,34,Arequipa,Premium,cliente3370@retail.pe
CLI-003371,Tamara,Guerra,67,Arequipa,Regular,cliente3371@retail.pe
CLI-003372,Salomé,Cuervo,52,Trujillo,Premium,cliente3372@retail.pe
CLI-003373,Emilio,Múñiz,67,Chiclayo,Regular,cliente3373@retail.pe
CLI-003374,Benigno,Ibañez,57,Piura,Regular,cliente3374@retail.pe
CLI-003375,Ricarda,Cerezo,55,Arequipa,Nuevo,cliente3375@retail.pe
CLI-003376,Anastasia,Aparicio,34,Piura,Regular,cliente3376@retail.pe
CLI-003377,Candelas,Sobrino,34,Lima,Regular,cliente3377@retail.pe
CLI-003378,Heraclio,Ropero,54,Cusco,Regular,cliente3378@retail.pe
CLI-003379,Cesar,Gárate,23,Chiclayo,Nuevo,cliente3379@retail.pe
CLI-003380,Pascuala,Múgica,45,Cusco,Regular,cliente3380@retail.pe
CLI-003381,Dafne,Crespo,41,Lima,Regular,cliente3381@retail.pe
CLI-003382,Josefa,Vilanova,26,Trujillo,Nuevo,cliente3382@retail.pe
CLI-003383,Florencia,Calatayud,52,Arequipa,Nuevo,cliente3383@retail.pe
CLI-003384,Valero,García,56,Arequipa,Premium,cliente3384@retail.pe
CLI-003385,Josué,Rojas,21,Cusco,Nuevo,cliente3385@retail.pe
CLI-003386,Feliciano,Palmer,62,Trujillo,Regular,cliente3386@retail.pe
CLI-003387,Félix,Arranz,69,Trujillo,Premium,cliente3387@retail.pe
CLI-003388,Vilma,Badía,54,Arequipa,Regular,cliente3388@retail.pe
CLI-003389,Luciana,Galindo,42,Piura,Premium,cliente3389@retail.pe
CLI-003390,Agustina,Aznar,25,Trujillo,Regular,cliente3390@retail.pe
CLI-003391,Bernardo,Lloret,18,Lima,Regular,cliente3391@retail.pe
CLI-003392,Ricarda,Ariza,59,Chiclayo,Regular,cliente3392@retail.pe
CLI-003393,Joel,Camino,30,Lima,Regular,cliente3393@retail.pe
CLI-003394,Tomasa,Amat,31,Arequipa,Regular,cliente3394@retail.pe
CLI-003395,Benita,Gras,27,Cusco,Premium,cliente3395@retail.pe
CLI-003396,Eric,Machado,22,Lima,Nuevo,cliente3396@retail.pe
CLI-003397,Eligia,Novoa,50,Arequipa,Nuevo,cliente3397@retail.pe
CLI-003398,Vasco,Molina,23,Piura,Regular,cliente3398@retail.pe
CLI-003399,Porfirio,Pinedo,36,Piura,Regular,cliente3399@retail.pe
CLI-003400,Teobaldo,Pascual,35,Cusco,Regular,cliente3400@retail.pe
CLI-003401,Esther,Vilanova,58,Lima,Regular,cliente3401@retail.pe
CLI-003402,Victorino,Lobato,53,Arequipa,Nuevo,cliente3402@retail.pe
CLI-003403,Abilio,Valencia,34,Lima,Premium,cliente3403@retail.pe
CLI-003404,Samuel,Barrera,35,Arequipa,Nuevo,cliente3404@retail.pe
CLI-003405,Martín,Barbero,56,Arequipa,Regular,cliente3405@retail.pe
CLI-003406,Odalis,Ayllón,52,Trujillo,Nuevo,cliente3406@retail.pe
CLI-003407,Azucena,Sosa,35,Lima,Regular,cliente3407@retail.pe
CLI-003408,Eloísa,Goñi,49,Trujillo,Nuevo,cliente3408@retail.pe
CLI-003409,Ismael,Pujadas,48,Piura,Regular,cliente3409@retail.pe
CLI-003410,Rosalva,Sainz,23,Arequipa,Nuevo,cliente3410@retail.pe
CLI-003411,Jaime,Carreño,49,Chiclayo,Regular,cliente3411@retail.pe
CLI-003412,Angelino,Quintero,64,Chiclayo,Regular,cliente3412@retail.pe
CLI-003413,Lalo,Sierra,19,Arequipa,Nuevo,cliente3413@retail.pe
CLI-003414,José Luis,Baquero,45,Arequipa,Regular,cliente3414@retail.pe
CLI-003415,Fortunato,Alemán,22,Lima,Nuevo,cliente3415@retail.pe
CLI-003416,Azeneth,Mas,19,Cusco,Nuevo,cliente3416@retail.pe
CLI-003417,Valentina,Huguet,40,Chiclayo,Nuevo,cliente3417@retail.pe
CLI-003418,Azahara,Ochoa,57,Lima,Regular,cliente3418@retail.pe
CLI-003419,Edgardo,Colom,48,Lima,Regular,cliente3419@retail.pe
CLI-003420,Rosalina,Morcillo,43,Arequipa,Premium,cliente3420@retail.pe
CLI-003421,Rosalina,Camino,68,Piura,Premium,cliente3421@retail.pe
CLI-003422,Esmeralda,Font,41,Chiclayo,Regular,cliente3422@retail.pe
CLI-003423,Marianela,Vélez,26,Cusco,Nuevo,cliente3423@retail.pe
CLI-003424,Eric,Romeu,62,Lima,Regular,cliente3424@retail.pe
CLI-003425,Otilia,Casanovas,66,Lima,Regular,cliente3425@retail.pe
CLI-003426,Amando,Gil,69,Lima,Regular,cliente3426@retail.pe
CLI-003427,Manolo,Tomé,25,Lima,Regular,cliente3427@retail.pe
CLI-003428,Buenaventura,Collado,37,Piura,Regular,cliente3428@retail.pe
CLI-003429,Eduardo,Amor,67,Piura,Regular,cliente3429@retail.pe
CLI-003430,Óscar,Amores,18,Trujillo,Regular,cliente3430@retail.pe
CLI-003431,Vasco,Leal,34,Trujillo,Regular,cliente3431@retail.pe
CLI-003432,Rosario,Cerezo,69,Chiclayo,Premium,cliente3432@retail.pe
CLI-003433,Arsenio,Ribas,39,Chiclayo,Premium,cliente3433@retail.pe
CLI-003434,Prudencia,González,36,Lima,Regular,cliente3434@retail.pe
CLI-003435,Sandra,Rosa,37,Trujillo,Regular,cliente3435@retail.pe
CLI-003436,Victoria,Llorens,30,Piura,Premium,cliente3436@retail.pe
CLI-003437,Salud,Alegria,40,Piura,Premium,cliente3437@retail.pe
CLI-003438,Juan Bautista,Roldan,68,Chiclayo,Regular,cliente3438@retail.pe
CLI-003439,Jorge,Mosquera,66,Piura,Nuevo,cliente3439@retail.pe
CLI-003440,Jordana,Ferrández,63,Chiclayo,Regular,cliente3440@retail.pe
CLI-003441,Segismundo,Alcaraz,54,Cusco,Regular,cliente3441@retail.pe
CLI-003442,Edu,Carreño,49,Arequipa,Regular,cliente3442@retail.pe
CLI-003443,Lina,Requena,64,Arequipa,Nuevo,cliente3443@retail.pe
CLI-003444,Adelia,Iborra,67,Arequipa,Nuevo,cliente3444@retail.pe
CLI-003445,Amador,Jurado,49,Piura,Premium,cliente3445@retail.pe
CLI-003446,Crescencia,Yáñez,23,Chiclayo,Regular,cliente3446@retail.pe
CLI-003447,Mohamed,Tello,27,Trujillo,Regular,cliente3447@retail.pe
CLI-003448,Pascual,Salmerón,53,Lima,Regular,cliente3448@retail.pe
CLI-003449,Lupe,Aragonés,56,Arequipa,Nuevo,cliente3449@retail.pe
CLI-003450,Úrsula,Romero,61,Piura,Regular,cliente3450@retail.pe
CLI-003451,Nadia,Vargas,20,Lima,Regular,cliente3451@retail.pe
CLI-003452,Nereida,Cano,58,Cusco,Nuevo,cliente3452@retail.pe
CLI-003453,Samanta,Torralba,53,Piura,Regular,cliente3453@retail.pe
CLI-003454,Dorotea,Morcillo,29,Piura,Premium,cliente3454@retail.pe
CLI-003455,Nazaret,Huerta,42,Chiclayo,Premium,cliente3455@retail.pe
CLI-003456,Geraldo,Avilés,62,Chiclayo,Regular,cliente3456@retail.pe
CLI-003457,Maximiliano,Gomez,48,Lima,Regular,cliente3457@retail.pe
CLI-003458,Concha,Cantero,27,Piura,Premium,cliente3458@retail.pe
CLI-003459,Gema,Bonilla,49,Cusco,Regular,cliente3459@retail.pe
CLI-003460,Benjamín,Losada,35,Arequipa,Premium,cliente3460@retail.pe
CLI-003461,Maxi,Sanabria,26,Cusco,Regular,cliente3461@retail.pe
CLI-003462,Maximiano,Oliver,29,Lima,Regular,cliente3462@retail.pe
CLI-003463,Régulo,Aliaga,59,Chiclayo,Premium,cliente3463@retail.pe
CLI-003464,Amaya,Palacio,56,Piura,Regular,cliente3464@retail.pe
CLI-003465,Leocadio,Cabo,24,Trujillo,Regular,cliente3465@retail.pe
CLI-003466,Anna,Escrivá,34,Cusco,Premium,cliente3466@retail.pe
CLI-003467,Atilio,Bayón,56,Trujillo,Regular,cliente3467@retail.pe
CLI-003468,Espiridión,Salazar,51,Piura,Regular,cliente3468@retail.pe
CLI-003469,Lázaro,Guerra,49,Chiclayo,Premium,cliente3469@retail.pe
CLI-003470,Rafa,Machado,43,Lima,Regular,cliente3470@retail.pe
CLI-003471,Nydia,Madrigal,26,Arequipa,Regular,cliente3471@retail.pe
CLI-003472,Donato,Prado,27,Arequipa,Regular,cliente3472@retail.pe
CLI-003473,Ruperto,Hidalgo,56,Cusco,Regular,cliente3473@retail.pe
CLI-003474,Manola,Valls,22,Trujillo,Nuevo,cliente3474@retail.pe
CLI-003475,Hortensia,Alonso,50,Piura,Premium,cliente3475@retail.pe
CLI-003476,Lilia,Batalla,31,Chiclayo,Regular,cliente3476@retail.pe
CLI-003477,Félix,Moll,44,Piura,Nuevo,cliente3477@retail.pe
CLI-003478,Darío,Beltran,31,Arequipa,Regular,cliente3478@retail.pe
CLI-003479,Alicia,Cruz,69,Chiclayo,Regular,cliente3479@retail.pe
CLI-003480,Julieta,Huerta,21,Chiclayo,Regular,cliente3480@retail.pe
CLI-003481,Rafael,Blanco,49,Arequipa,Regular,cliente3481@retail.pe
CLI-003482,Rodrigo,Toledo,70,Cusco,Regular,cliente3482@retail.pe
CLI-003483,Ale,Real,25,Cusco,Regular,cliente3483@retail.pe
CLI-003484,Luna,Guillen,50,Trujillo,Regular,cliente3484@retail.pe
CLI-003485,Guiomar,Rubio,32,Chiclayo,Premium,cliente3485@retail.pe
CLI-003486,Olegario,Antúnez,33,Arequipa,Regular,cliente3486@retail.pe
CLI-003487,Rosario,Quintanilla,34,Trujillo,Nuevo,cliente3487@retail.pe
CLI-003488,Dionisio,Guerra,53,Chiclayo,Premium,cliente3488@retail.pe
CLI-003489,Germán,Barbero,37,Cusco,Premium,cliente3489@retail.pe
CLI-003490,Victor,Roselló,68,Trujillo,Regular,cliente3490@retail.pe
CLI-003491,Lucio,Calvo,46,Trujillo,Premium,cliente3491@retail.pe
CLI-003492,Vidal,Falcó,50,Piura,Regular,cliente3492@retail.pe
CLI-003493,Evangelina,Álvaro,30,Cusco,Regular,cliente3493@retail.pe
CLI-003494,Hernán,Baró,19,Chiclayo,Regular,cliente3494@retail.pe
CLI-003495,Natalio,Jáuregui,70,Trujillo,Premium,cliente3495@retail.pe
CLI-003496,Merche,Reguera,35,Lima,Regular,cliente3496@retail.pe
CLI-003497,Eduardo,Gil,32,Piura,Regular,cliente3497@retail.pe
CLI-003498,Édgar,Marquez,20,Arequipa,Regular,cliente3498@retail.pe
CLI-003499,Rubén,Serna,53,Cusco,Regular,cliente3499@retail.pe
CLI-003500,Sancho,Peláez,19,Chiclayo,Regular,cliente3500@retail.pe
CLI-003501,Camilo,Meléndez,29,Chiclayo,Nuevo,cliente3501@retail.pe
CLI-003502,Geraldo,Galan,42,Arequipa,Regular,cliente3502@retail.pe
CLI-003503,Alma,Ferrer,44,Lima,Regular,cliente3503@retail.pe
CLI-003504,Soraya,Araujo,33,Cusco,Regular,cliente3504@retail.pe
CLI-003505,Pepito,Zaragoza,53,Lima,Regular,cliente3505@retail.pe
CLI-003506,Camila,Escribano,65,Lima,Regular,cliente3506@retail.pe
CLI-003507,Concepción,Pinedo,36,Chiclayo,Regular,cliente3507@retail.pe
CLI-003508,Nidia,Pons,18,Arequipa,Premium,cliente3508@retail.pe
CLI-003509,Silvestre,Quevedo,27,Trujillo,Regular,cliente3509@retail.pe
CLI-003510,Javi,Ropero,23,Lima,Regular,cliente3510@retail.pe
CLI-003511,Priscila,Leiva,31,Cusco,Nuevo,cliente3511@retail.pe
CLI-003512,María Ángeles,Pol,59,Chiclayo,Regular,cliente3512@retail.pe
CLI-003513,Noelia,Aparicio,52,Arequipa,Regular,cliente3513@retail.pe
CLI-003514,Almudena,Arce,63,Chiclayo,Premium,cliente3514@retail.pe
CLI-003515,Marcial,Soto,55,Trujillo,Regular,cliente3515@retail.pe
CLI-003516,Luis Ángel,Carnero,20,Chiclayo,Regular,cliente3516@retail.pe
CLI-003517,Pepita,Zapata,29,Arequipa,Nuevo,cliente3517@retail.pe
CLI-003518,Jacinto,Pedrero,22,Lima,Regular,cliente3518@retail.pe
